coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
4222,Cape,1290,geographic 2D,6422,6222,,,,,Geodetic survey.,Replaced by Hartbeesthoek94 from 1999.,"Directorate of Surveys and Mapping, Mowbray, South Africa.",OGP,2004/01/06,2000.040 2003.370,1,0
4223,Carthage,1236,geographic 2D,6422,6223,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4224,Chua,3356,geographic 2D,6422,6224,,,,,Geodetic survey.,"The Chua origin and associated network is in Brazil with a connecting traverse through northern Paraguay. In Brazil used only as input into the Corrego Allegre adjustment (CRS code 4225), except for government work including SICAD in Distrito Federal.",,OGP,2009/06/02,2003.370 2005.840 2006.490 2009.021,1,0
4225,Corrego Alegre 1970-72,1293,geographic 2D,6422,6225,,,,,Geodetic survey.,Replaces 1961 adjustment (CRS code 5524). Replaced by SAD69 (CRS code 4291).,IBGE.,OGP,2011/07/27,2003.370 2005.841 2011.053,1,0
4226,Cote d'Ivoire,1075,geographic 2D,6402,6226,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4227,Deir ez Zor,1623,geographic 2D,6422,6227,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4228,Douala,1060,geographic 2D,6402,6228,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4229,Egypt 1907,1086,geographic 2D,6422,6229,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4230,ED50,1296,geographic 2D,6422,6230,,,,,Geodetic survey. Minerals management in Germany.,,,OGP,2004/10/23,2003.370 2004.630,1,0
4231,ED87,1297,geographic 2D,6422,6231,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4232,Fahud,3288,geographic 2D,6422,6232,,,,,Geodetic survey.,Since 1993 replaced by PSD93 geogCRS (code 4134). Maximum differences to Fahud adjustment are 20 metres.,,OGP,2004/04/07,2003.370 2004.210,1,0
4233,Gandajika 1970,1152,geographic 2D,6422,6233,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,1
4234,Garoua,1060,geographic 2D,6402,6234,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4235,Guyane Francaise,1097,geographic 2D,6402,6235,,,,,Geodetic survey.,,,OGP,1995/06/02,,1,1
4236,Hu Tzu Shan 1950,3315,geographic 2D,6422,6236,,,,,Geodetic survey.,,OGP,OGP,2008/08/12,2003.370 2008.017,1,0
4237,HD72,1119,geographic 2D,6422,6237,,,,,Geodetic survey.,Replaced HD1909 (EPSG CRS code 3819).,,OGP,2008/08/02,2003.370 2008.047,1,0
4238,ID74,1122,geographic 2D,6422,6238,,,,,Geodetic survey.,Replaced by DGN95.,,OGP,2006/08/25,2003.370 2006.810,1,0
4239,Indian 1954,1304,geographic 2D,6422,6239,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4240,Indian 1975,3741,geographic 2D,6422,6240,,,,,Geodetic survey.,,,OGP,2011/01/25,2003.370 2011.004,1,0
4241,Jamaica 1875,3342,geographic 2D,6422,6241,,,,,Geodetic survey.,,"Survey Department, Government of Jamaica, 1983.",OGP,2004/09/12,2003.370 2004.510,1,0
4242,JAD69,3342,geographic 2D,6422,6242,,,,,Geodetic survey.,Replaced by JAD2001 (CRS code 4758).,"Survey Department, Government of Jamaica, 1983.",OGP,2007/01/19,2003.370 2004.410 2007.001,1,0
4243,Kalianpur 1880,1307,geographic 2D,6422,6243,,,,,Geodetic survey.,,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",OGP,2004/01/06,1997.231 2003.370,1,0
4244,Kandawala,3310,geographic 2D,6422,6244,,,,,Geodetic survey.,,"Abeyratne, Featherstone and Tantrigoda in Survey Review vol. 42 no. 317 (July 2010).",OGP,2010/09/24,2003.370 2010.080,1,0
4245,Kertau 1968,1309,geographic 2D,6422,6245,,,,,Geodetic survey.,Not used for metrication of RSO grid - see Kertau (RSO) (CRS code 4751). Replaced by GDM2000 (CRS code 4742).,Defence Geographic Centre.,OGP,2006/07/31,2003.370 2006.251,1,0
4246,KOC,3267,geographic 2D,6422,6246,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4247,La Canoa,3327,geographic 2D,6422,6247,,,,,Geodetic survey.,This CRS is incorporated within PSAD56. See CRS code 4248.,,OGP,2011/01/25,2003.370 2011.001,1,0
4248,PSAD56,1348,geographic 2D,6422,6248,,,,,Geodetic survey.,Incorporates La Canoa (CRS code 4247) and within Venezuela (but not beyond) the names La Canoa and PSAD56 are synonymous.,,OGP,2011/01/25,2003.370 2011.001,1,0
4249,Lake,1312,geographic 2D,6422,6249,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4250,Leigon,1104,geographic 2D,6422,6250,,,,,Geodetic survey.,Replaced Accra (code 4168) from 1978.,Ordnance Survey International,OGP,2004/01/06,2003.370,1,0
4251,Liberia 1964,3270,geographic 2D,6422,6251,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4252,Lome,1232,geographic 2D,6422,6252,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4253,Luzon 1911,1190,geographic 2D,6422,6253,,,,,Geodetic survey.,Replaced by PRS92 (CRS code 4683).,"National Mapping and Resource Information Authority, Coast and Geodetic Survey Department.",OGP,2004/12/24,2003.370 2004.730,1,0
4254,Hito XVIII 1963,1303,geographic 2D,6422,6254,,,,,Geodetic survey.,,,OGP,2010/03/31,2003.370 2009.094,1,0
4255,Herat North,1024,geographic 2D,6422,6255,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4256,Mahe 1971,1208,geographic 2D,6422,6256,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4257,Makassar,1316,geographic 2D,6422,6257,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4258,ETRS89,1298,geographic 2D,6422,6258,4937,15593,,,Horizontal component of 3D system.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,EPSG. See 3D CRS for original information source.,OGP,2010/03/01,1997.110 1999.110 2000.720 2003.370 2007.079 2010.003,1,0
4259,Malongo 1987,3180,geographic 2D,6422,6259,,,,,Oil industry offshore exploration and production from 1987.,"Replaced Mhast (offshore) (CRS code 4705) in 1987. References to ""Mhast"" since 1987 often should have stated ""Malongo 1987"".",Chevron Petroleum Technology,OGP,2006/01/06,2003.370 2004.210 2005.751,1,0
4260,Manoca,1060,geographic 2D,6402,6260,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4261,Merchich,3280,geographic 2D,6422,6261,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4262,Massawa,1089,geographic 2D,6422,6262,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4263,Minna,1178,geographic 2D,6422,6263,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4264,Mhast,1318,geographic 2D,6422,6264,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,1
4265,Monte Mario,3343,geographic 2D,6422,6265,,,,,"Geodetic survey, offshore minerals licencing.",,,OGP,2004/01/15,2003.370 2004.070,1,0
4266,M'poraloko,1100,geographic 2D,6422,6266,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4267,NAD27,1349,geographic 2D,6422,6267,,,,,Geodetic survey.,"Note: this coordinate system includes longitudes which are POSITIVE EAST. Replaced by NAD27(76) (code 4608) in Ontario, CGQ77 (code 4609) in Quebec, Mexican Datum of  1993 (code 4483) in Mexico, NAD83 (code 4279) in Canada (excl. Ontario & Quebec) & USA.",,OGP,2009/11/24,1999.040 2003.370 2009.087,1,0
4268,NAD27 Michigan,1391,geographic 2D,6422,6268,,,,,Geodetic survey.,Ellipsoid taken to be 800ft above the NAD27 reference ellipsoid. Note: this coordinate reference system includes longitudes which are POSITIVE EAST.,USGS Professional Paper #1395.,OGP,2011/02/25,1996.280 2003.370 2011.013,1,0
4269,NAD83,1350,geographic 2D,6422,6269,,,,,Geodetic survey.,"This CRS includes longitudes which are POSITIVE EAST. The adjustment included connections to Greenland and Mexico but the system has not been adopted there. Except in Alaska, for applications with an accuracy of better than 1m replaced by NAD83(HARN).",,OGP,2007/01/19,2003.370 2006.464 2006.903,1,0
4270,Nahrwan 1967,1351,geographic 2D,6422,6270,,,,,Geodetic survey.,"In Iraq, replaces Nahrwan 1934 and replaced by Karbala 1979 (Polservice).",,OGP,2006/06/02,2003.370 2006.340,1,0
4271,Naparima 1972,1322,geographic 2D,6422,6271,,,,,Geodetic survey.,Naparima 1972 is an extension of the Naparima 1955 network of Trinidad to include Tobago.,Ordnance Survey International.,OGP,2004/01/06,2003.370,1,0
4272,NZGD49,3285,geographic 2D,6422,6272,,,,,Geodetic survey.,Replaced by NZGD2000 (CRS code 4167) in March 2000.,"New Zealand Department of Lands and Surveys Technical Report No. 1; 1978.",OGP,2010/03/01,2000.702 2003.370 2010.020,1,0
4273,NGO 1948,1352,geographic 2D,6422,6273,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4274,Datum 73,1294,geographic 2D,6422,6274,,,,,Geodetic survey.,,"Geodetic Services Directorate, Instituto Geografico e Cadastral, Lisbon; http://www.igeo.pt/",OGP,2004/01/06,2003.370,1,0
4275,NTF,3694,geographic 2D,6422,6275,,,,,Geodetic survey.,,,OGP,2010/03/30,2003.370 2009.106,1,0
4276,NSWC 9Z-2,1262,geographic 2D,6422,6276,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4277,OSGB 1936,1264,geographic 2D,6422,6277,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4278,OSGB70,1264,geographic 2D,6422,6278,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4279,OS(SN)80,1354,geographic 2D,6422,6279,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4280,Padang,1355,geographic 2D,6422,6280,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4281,Palestine 1923,1356,geographic 2D,6422,6281,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4282,Pointe Noire,1072,geographic 2D,6422,6282,,,,,Geodetic survey.,,,OGP,2004/01/06,2002.050 2003.370,1,0
4283,GDA94,1036,geographic 2D,6422,6283,4939,15593,,,Horizontal component of 3D system.,,EPSG. See 3D CRS for original information source.,OGP,2011/01/25,2003.370 2007.079 2011.004,1,0
4284,Pulkovo 1942,2423,geographic 2D,6422,6284,,,,,Geodetic survey.,Extended to Eastern Europe through Uniform Astro-Geodetic Network (UAGN) of 1956 - see CRS code 4179.,Various industry sources.,OGP,2008/09/24,2003.370 2008.011,1,0
4285,Qatar 1974,1346,geographic 2D,6422,6285,,,,,Geodetic survey.,,Qatar Centre for Geographic Information.,OGP,2004/01/06,2000.290 2001.270 2003.370,1,0
4286,Qatar 1948,1346,geographic 2D,6422,6286,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4287,Qornoq,1107,geographic 2D,6402,6287,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4288,Loma Quintana,1313,geographic 2D,6422,6288,,,,,Geodetic survey.,Replaced by La Canoa (code 4247).,,OGP,2004/01/06,2003.370,1,0
4289,Amersfoort,1275,geographic 2D,6422,6289,,,,,Geodetic survey.,,http://www.rdnap.nl/,OGP,2005/09/29,2003.370 2005.370,1,0
4291,SAD69,1358,geographic 2D,6402,6291,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,Uses GRS67 ellipsoid with 1/f to exactly 2 decimal places. Precision of ellipsoid entry increased from 2 to 5 dp with change id 97.251. Error introduced if not using the truncated precision is 0 to 31mm.,,OGP,1995/06/02,1997.252,1,1
4292,Sapper Hill 1943,3247,geographic 2D,6422,6292,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4293,Schwarzeck,1169,geographic 2D,6422,6293,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4294,Segora,1359,geographic 2D,6402,6294,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4295,Serindung,1360,geographic 2D,6422,6295,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4296,Sudan,1361,geographic 2D,6402,6296,,,,,Geodetic survey. Recommended coordinate axis representation for the human interface.,,,OGP,1995/06/02,,1,1
4297,Tananarive,1149,geographic 2D,6422,6297,,,,,Geodetic survey.,,,OGP,2010/03/30,2003.370 2009.106,1,0
4298,Timbalai 1948,1362,geographic 2D,6422,6298,,,,,Geodetic survey.,Adopts metric conversion of 39.370147 inches per metre. Replaced by GDM2000 (CRS code 4742) in East Malaysia and by GDBD2009 (CRS code 5247) in Brunei.,,OGP,2010/09/24,2003.370 2010.057,1,0
4299,TM65,1305,geographic 2D,6422,6299,,,,,"Basis for topographic mapping in Republic of Ireland between 1965 and 1975; for scientific purposes only in Northern Ireland.",Replaced by 1975 Mapping Adjustment alias TM75 (CRS code 4300). Not to be confused with the Geodetic Datum of 1965 (datum code 6300) which is used by TM75.,"""The Irish Grid - A Description of the Co-ordinate Reference System"" published by Ordnance Survey of Ireland, Dublin and Ordnance Survey of Northern Ireland, Belfast.",OGP,2006/01/16,2002.621 2003.370 2005.880,1,0
4300,TM75,1305,geographic 2D,6422,6300,,,,,Basis for topographic mapping.,"Uses Geodetic Datum of 1965 which should not be confused with the 1965 adjustment (TM65, datum code 6299 and CRS code 4299). Replaces OSNI52 (CRS code 4188) and TM65 (CRS code 4299). Replaced by IRENET95 (CRS code 4173).","""The Irish Grid - A Description of the Co-ordinate Reference System"" published by Ordnance Survey of Ireland, Dublin and Ordnance Survey of Northern Ireland, Belfast.",OGP,2004/01/06,2002.621 2003.370,1,0
4301,Tokyo,1364,geographic 2D,6422,6301,,,,,Geodetic survey.,"In Japan, replaces Tokyo 1892 (CRS code 5132) and replaced by JGD2000 (code 4612) from April 2002. In Korea used only for geodetic applications before being replaced by Korean 1985 (code 4162).","Geographic Survey Institute; Japan; Bulletin 40 (March 1994). Also http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html",OGP,2010/06/30,2002.080 2003.370 2010.050,1,0
4302,Trinidad 1903,1339,geographic 2D,6422,6302,,,,,Geodetic survey.,,,OGP,2005/07/01,2003.370 2005.330,1,0
4303,TC(1948),1363,geographic 2D,6422,6303,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4304,Voirol 1875,1365,geographic 2D,6422,6304,,,,,Geodetic survey.,The appropriate usage of CRSs using the Voirol 1875 and 1879 datums is lost in antiquity. They differ by about 9 metres. Oil industry references to one could in reality be to either. All replaced by Nord Sahara 1959 (CRS code 4307).,IGN Paris,OGP,2004/01/06,2003.361 2003.370,1,0
4306,Bern 1938,1286,geographic 2D,6422,6306,,,,,Used for the geographic coordinates overprinted on topographic maps constructed on the CH1903 / LV03 projected CS (code 21781).,,,OGP,2004/01/06,2003.370,1,0
4307,Nord Sahara 1959,3213,geographic 2D,6422,6307,,,,,Geodetic survey.,Sometimes incorrectly referred to as Voirol Unifie 1960: this is NOT a GeogCRS but two projected CRSs based on Nord Sahara 1959 (codes 30791-92). Strictly applicable only to north of 32°N but extended southwards non-homogoneously by oil industry.,"""Le System Geodesique Nord-Sahara""; IGN Paris",OGP,2010/03/30,2000.470 2002.560 2003.370 2009.106,1,0
4308,RT38,3313,geographic 2D,6422,6308,,,,,Geodetic survey.,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,OGP,2004/01/06,1997.090 2003.370,1,0
4309,Yacare,3326,geographic 2D,6422,6309,,,,,Geodetic survey.,Replaced by SIRGAS-ROU98 (CRS code 5381).,SGM.,OGP,2011/03/28,2003.370 2011.018 2011.021,1,0
4310,Yoff,1207,geographic 2D,6422,6310,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4311,Zanderij,1222,geographic 2D,6422,6311,,,,,Geodetic survey.,Introduced in 1975.,Shell International,OGP,2004/01/06,2003.370,1,0
4312,MGI,1037,geographic 2D,6422,6312,,,,,Geodetic survey.,,"Bundesamt fur Eich- und Vermessungswesen; Wien",OGP,2009/06/02,2003.370 2008.019 2009.015,1,0
4313,Belge 1972,1347,geographic 2D,6422,6313,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4314,DHDN,2326,geographic 2D,6422,6314,,,,,Geodetic survey.,See also RD/83 for Saxony and PD/83 for Thuringen. For national digital cartographic purposes used across all German states.,OGP,OGP,2006/06/12,2003.370 2006.410 2007.061,1,0
4315,Conakry 1905,3257,geographic 2D,6422,6315,,,,,Geodetic survey.,Replaced by Dabola 1981 (EPSG code 4155).,IGN Paris,OGP,2004/01/06,2003.370,1,0
4316,Dealul Piscului 1930,3295,geographic 2D,6422,6316,,,,,Geodetic survey.,Replaced by Pulkovo 1942(58) (geogCRS code 4179).,,OGP,2008/09/24,2003.370 2004.210 2008.011,1,0
4317,Dealul Piscului 1970,1197,geographic 2D,6422,6317,,,,,Geodetic survey.,Replaces 1933 system (geogCRS code 4316).,,OGP,2004/04/07,2003.370 2004.210,1,1
4318,NGN,3267,geographic 2D,6422,6318,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4319,KUDAMS,1310,geographic 2D,6422,6319,,,,,Geodetic survey.,,,OGP,2004/01/06,2003.370,1,0
4322,WGS 72,1262,geographic 2D,6422,6322,4985,15593,,,Horizontal component of 3D system.,Replaced by WGS 84.,,OGP,2007/08/27,2003.370 2007.079,1,0
4324,WGS 72BE,1262,geographic 2D,6422,6324,4987,15593,,,Horizontal component of 3D system.,Broadcast ephemeris. Replaced by WGS 84.,,OGP,2007/08/27,2003.370 2007.079,1,0
4326,WGS 84,1262,geographic 2D,6422,6326,4979,15593,,,Horizontal component of 3D system. Used by the GPS satellite navigation system and for NATO military geodetic surveying.,,EPSG. See 3D CRS for original information source.,OGP,2007/08/27,2002.151 2003.370 2006.810 2007.079,1,0
4327,WGS 84 (geographic 3D),1262,geographic 3D,6401,6326,,,,,Used by the GPS satellite navigation system.,,NIMA TR8350.2 January 2000 revision. http://164.214.2.59/GandG/tr8350_2.html,OGP,2002/06/22,2002.151,1,1
4328,WGS 84 (geocentric),1262,geocentric,6500,6326,,,,,Used by the GPS satellite navigation system.,,NIMA TR8350.2 January 2000 revision. http://164.214.2.59/GandG/tr8350_2.html,OGP,2002/06/22,2002.151,1,1
4329,WGS 84 (3D),2830,geographic 3D,6401,6326,,,,,Used by the GPS satellite navigation system.,,,OGP,2002/12/07,,1,1
4330,ITRF88 (geocentric),1262,geocentric,6500,6647,,,,,Geodesy.,Superseded by ITRF89 (code 4331).,International Earth Rotation Service (IERS) Annual Report for 1988. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4331,ITRF89 (geocentric),1262,geocentric,6500,6648,,,,,Geodesy.,Supersedes ITRF88 (code 4330). Superseded by ITRF91 (code 4332).,International Earth Rotation Service (IERS) Technical Note #6. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4332,ITRF90 (geocentric),1262,geocentric,6500,6649,,,,,Geodesy.,Supersedes ITRF89 (code 4331). Superseded by ITRF91 (code 4333).,International Earth Rotation Service (IERS) Technical Note #9. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4333,ITRF91 (geocentric),1262,geocentric,6500,6650,,,,,Geodesy.,Supersedes ITRF90 (code 4332). Superseded by ITRF92 (code 4334).,International Earth Rotation Service (IERS) Technical Note #12. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4334,ITRF92 (geocentric),1262,geocentric,6500,6651,,,,,Geodesy.,Supersedes ITRF91 (code 4333). Superseded by ITRF93 (code 4335).,International Earth Rotation Service (IERS) Technical Note #15. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4335,ITRF93 (geocentric),1262,geocentric,6500,6652,,,,,Geodesy.,Supersedes ITRF92 (code 4334). Superseded by ITRF94 (code 4336).,International Earth Rotation Service (IERS) Technical Note #18. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
4336,ITRF94 (geocentric),1262,geocentric,6500,6653,,,,,Geodesy.,Supersedes ITRF93 (code 4335). Superseded by ITRF96 (code 4337).,International Earth Rotation Service (IERS) Technical Note #20. Also IGN Paris http://lareg.ensg.ign.fr/ITRF,OGP,2002/11/29,,1,1
