coord_op_code,coord_op_name,coord_op_type,source_crs_code,target_crs_code,coord_tfm_version,coord_op_variant,area_of_use_code,coord_op_scope,coord_op_accuracy,coord_op_method_code,uom_code_source_coord_diff,uom_code_target_coord_diff,remarks,information_source,data_source,revision_date,change_id,show_operation,deprecated
15341,SPCS83 New Mexico West zone (US Survey feet),conversion,,,,,2232,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13033.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15342,SPCS83 New York East zone (US Survey feet),conversion,,,,,2234,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13131.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15343,SPCS83 New York Central zone (US Survey feet),conversion,,,,,2233,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13132.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15344,SPCS83 New York West zone (US Survey feet),conversion,,,,,2236,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13133.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15345,SPCS83 New York Long Island zone (US Survey feet),conversion,,,,,2235,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13134.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15346,SPCS83 North Carolina zone (US Survey feet),conversion,,,,,1402,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13230.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15347,SPCS83 North Dakota North zone (International feet),conversion,,,,,2237,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 13331.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15348,SPCS83 North Dakota South zone (International feet),conversion,,,,,2238,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 13332.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15349,SPCS83 Oklahoma North zone (US Survey feet),conversion,,,,,2241,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13531.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15350,SPCS83 Oklahoma South zone (US Survey feet),conversion,,,,,2242,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13532.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15351,SPCS83 Oregon North zone (International feet),conversion,,,,,2243,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 13631.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15352,SPCS83 Oregon South zone (International feet),conversion,,,,,2244,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 13632.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15353,SPCS83 Pennsylvania North zone (US Survey feet),conversion,,,,,2245,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13731.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15354,SPCS83 Pennsylvania South zone (US Survey feet),conversion,,,,,2246,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 13732.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15355,SPCS83 South Carolina zone (International feet),conversion,,,,,1409,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric Federal definition see code 13930.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15356,SPCS83 Tennessee zone (US Survey feet),conversion,,,,,1411,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14130.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15357,SPCS83 Texas North zone (US Survey feet),conversion,,,,,2253,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14231.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15358,SPCS83 Texas North Central zone (US Survey feet),conversion,,,,,2254,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14232.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15359,SPCS83 Texas Central zone (US Survey feet),conversion,,,,,2252,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14233.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15360,SPCS83 Texas South Central zone (US Survey feet),conversion,,,,,2527,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14234.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15361,SPCS83 Texas South zone (US Survey feet),conversion,,,,,2528,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14235.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15362,SPCS83 Utah North zone (International feet),conversion,,,,,2258,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14331. For equivalent US Survey foot definition see code 15297.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2007-01-20,2006.905,0,0
15363,SPCS83 Utah Central zone (International feet),conversion,,,,,2257,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14332. For equivalent US Survey foot definition see code 15298.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2007-01-20,2006.905,0,0
15364,SPCS83 Utah South zone (International feet),conversion,,,,,2259,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defining grid unit as International feet (note: not US Survey feet) has been withdrawn. For equivalent metric Federal definition see code 14333. For equivalent US Survey foot definition see code 15299.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2007-01-20,2006.905,0,0
15365,SPCS83 Virginia North zone (US Survey feet),conversion,,,,,2260,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14531.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15366,SPCS83 Virginia South zone (US Survey feet),conversion,,,,,2261,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14532.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15367,SPCS83 Washington North zone (US Survey feet),conversion,,,,,2273,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14631.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15368,SPCS83 Washington South zone (US Survey feet),conversion,,,,,2274,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14632.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15369,SPCS83 Wisconsin North zone (US Survey feet),conversion,,,,,2267,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14831.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15370,SPCS83 Wisconsin Central zone (US Survey feet),conversion,,,,,2266,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14832.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15371,SPCS83 Wisconsin South zone (US Survey feet),conversion,,,,,2268,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 14833.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2001-11-06,,1,0
15372,SPCS83 Indiana East zone (US Survey feet),conversion,,,,,2196,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11331.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2002-10-13,,1,0
15373,SPCS83 Indiana West zone (US Survey feet),conversion,,,,,2197,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11332.,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,OGP,2002-10-13,,1,0
15374,Oregon GIC Lambert (International feet),conversion,,,,,1406,Used by Oregon agencies for publishing State-wide spatial data on a single projection.,0,9802,,,State law defines grid unit as International feet (note: not US Survey feet). For equivalent metric definition see code 13633.,"Oregon Geographic Information Council - Oregon Geospatial Data Clearing House, www.gis.state.or.us/coord/project/gpl.html",OGP,2002-12-19,,1,0
15375,SPCS83 Kentucky Single Zone (US Survey feet),conversion,,,,,1386,Used for spatial data management for whole State.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11630.,"Kentucky Division of Geographic Information, http://ngs.ky.gov/pdf-ppt/BB/KY_Single-Zone_Article.pdf",OGP,2004-09-22,,1,0
15376,American Samoa Lambert,conversion,,,,,3109,Used for large and medium scale topographic mapping and engineering survey.,0,9801,,,Per Snyder: Map Projections - a Working Manual: At origin x=500000 ft; y=0 but radius to latitude of origin = -82000000 feet. US National Geodetic Survey confirms value for False Northing.,US National Geodetic Survey (NGS),OGP,2005-05-21,2005.230,1,0
15377,SPCS83 Iowa North zone (US Survey feet),conversion,,,,,2198,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11431.,NOAA manual NOS NGS 5,OGP,2006-12-20,,1,0
15378,SPCS83 Iowa South zone (US Survey feet),conversion,,,,,2199,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11432.,NOAA manual NOS NGS 5,OGP,2007-01-20,2006.903,1,0
15379,SPCS83 Kansas North zone (US Survey feet),conversion,,,,,2200,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11531.,NOAA manual NOS NGS 5,OGP,2006-12-20,,1,0
15380,SPCS83 Kansas South zone (US Survey feet),conversion,,,,,2201,Used for large and medium scale topographic mapping and engineering survey.,0,9802,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 11532.,NOAA manual NOS NGS 5,OGP,2006-12-20,,1,0
15381,SPCS83 Nevada East zone (US Survey feet),conversion,,,,,2224,Used for large and medium scale topographic mapping and engineering survey.,0,9807,,,State law defines grid unit as US Survey feet. For equivalent metric Federal definition see code 12731.,NOAA manual NOS NGS 5,OGP,2006-12-20,,1,0
